ID,Artist,Track,Tags
"6g6W3pMAFbp2FS1QCijkpM","Kendrick Lamar","Super Bowl LIX Halftime Show - Live","kendrick lamar, simon-approved"
"60wwxj6Dd9NJlirf84wr2c","Zedd","Clarity","electronic, House, pop, love at first listen, dance"
"2Nf0RbvVIKcL0SbEziqArb","Zedd","Clarity - Zedd Union Mix","remix, pop, dance, Love, orchestra"
"2QtJA4gbwe1AcanB2p21aP","Zedd","Stay The Night - Featuring Hayley Williams Of Paramore","dance, House, 2013, zedd, hayley williams"
"7HDq8aEtkBeZq7gfzYjW28","GELO","Tweaker","rap, male vocalists, 2025, hit song, tweaking"
"2nW48vXnZZ5EYka46v7GOk","NewJeans","Attention","k-pop, contemporary rnb, dance-pop, rnb, pop"
"3muBQDekYAg7jm6hDu6R0Z","Tee Grizzley","First Day Out","tee grizzley"
"44jt5m1pRE0rI4VixZbWF6","PSYCHIC FEVER from EXILE TRIBE","Just Like Dat feat. JP THE WAVY","japanese, r&b, male vocalists, j-pop, english"
"1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","electropop, synthpop, pop, overrated, industrial pop"
"7j2CbKwtEcDbVDzdJ99kOy","Killah Priest","Intro Blackball Me","favorites, wu-tang, underrated"
"7wCWK3AapKQoHZbghyIrP4","Tinashe","Nasty","rnb, pop rap, contemporary rnb, pop, hyphy"
"3QuC9rZXdD44FNBg64LFrw","mikeeysmind","VVV","trap, rage, Hypertrap, MySpotigramBot"
"7FUx1SDHG4Im52aKu3iCXC","Homixide Gang","V-Friends","PLUGNB"
"6PrPWf02VxGUd2jJLs9z1M","Sara Landry","Play With Me","techno, hard techno, Industrial Techno, Sabrina Carpenter, madison beer"
"0aMonkh8OKgqx1K0viRHRT","Sara Landry","Legacy","techno, hard techno, mainstream techno, Sabrina Carpenter, madison beer"
"79nRqde4cRssDzkJcu275a","Sara Landry","Heaven","hard techno, EDM, Industrial Techno, dance, techno"
"1cGpjqxs56wNKE6LOBnUcD","The New Mastersounds","Freckles","funk, indie, british, funky, Discovery"
"4R7zWSh3kH7mAftCc1SUg1","Miles Davis","Godchild","jazz, trumpet, cool jazz, miles davis, bebop"
"5uh8m2Lna0Gfk8YGqYVb6d","Knock2","Make U SWEAT!","dance, House, electro house, club, party"
"5btHH7mz37HogkGO78bTZT","112","Peaches & Cream","rnb, r&b, 112, Hip-Hop, dance"
"3noBBoCUf6exZlsGmXiNdN","Knock2","Make U SWEAT!","dance, House, electro house, club, party"
"3tFed7YsjGnIfxeLEQwx3R","Tyler, The Creator","Sticky","Lil Wayne, Sexyy Red, banger, tyler the creator, 2024"
"3GPmn3HANnZTlEovc2J9nt","Knock2","hold my hand","electronic, pop, dance, House, electro house"
"1fOkmYW3ZFkkjIdOZSf596","Frank Ocean","Pink Matter","Neo-Soul, MySpotigramBot, def jam, soul, rnb"
"7EZzLjvLJlAbOixtiExeE8","Knock2","hold my hand","electronic, pop, dance, House, electro house"
"6YMS54sTNvPXAEvB9vfUSW","Knock2","GEMS","130-bpm"
"5PkWhNfVEz2O9n8b6cQFMw","Knock2","Rock Ur World","House, electro house, EDM"
"4FKRT4uPFx2L4exy9DCs1o","Knock2","dashstar* - VIP","electronic, House, electro house, club, party"
"3414vfp4uaJNFqFFj9sUvz","JMSN","'Bout It","hear me out, WSUM 91.7 FM Madison, Jasmine "
"6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","alt-pop, 2024, peter, pop, indie pop"
"1HComaUOXdl7jRuGB3KsVB","Crankdat","Open The Pit","Hip-Hop, electronic, rap, dubstep, EDM"
"0v1nobrUSVLIXrYaI4zwkw","Crankdat","STFU","dubstep, Brostep, electronic, dance, House"
"2K1Grx3at2GH9ErGX1o9NV","Crankdat","Whiplash","electro house, EDM, 2025, Brostep, bass house"
"5PkWhNfVEz2O9n8b6cQFMw","Knock2","Rock Ur World","House, electro house, EDM"
"4FKRT4uPFx2L4exy9DCs1o","Knock2","dashstar* - VIP","electronic, House, electro house, club, party"
"5PkWhNfVEz2O9n8b6cQFMw","Knock2","Rock Ur World","House, electro house, EDM"
"4FKRT4uPFx2L4exy9DCs1o","Knock2","dashstar* - VIP","electronic, House, electro house, club, party"
"5uh8m2Lna0Gfk8YGqYVb6d","Knock2","Make U SWEAT!","dance, House, electro house, club, party"
"77MlbRsFh9nlS3G3OPh7HA","D Double E","Street Fighter Riddim","Grime, electronic, rap, dubstep, breakbeat"
"7LR85XLWw2yXqKBSI5brbG","JAY-Z","Run This Town","Hip-Hop, rap, Rihanna, hip hop, jay-z"
"1fDsrQ23eTAVFElUMaf38X","Don McLean","American Pie","classic rock, 70s, folk, singer-songwriter, rock"
"6xFUUsCrqKcel4mjpLQJPw","B-Legit","The Hemp Museum","rap, Gangsta Rap, West Coast Rap, weed, Bay Area Classic"
"7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","homosexual, soty, bots, bot, jimin"
"0kKEqUC0N7cghbCEr0boVQ","Avant","Body Police","rnb, rhythum and blues tag, eddy-kaylove it"
"3xrdlyNFDCtgbuYyaWxZyW","Insan3lik3","The Other Day","electronic, dubstep, electro house, EDM, complextro"
"4ChomJf8z16E6Zw4EoioYY","Kehlani","After Hours","pop, rnb, 2000s, Kpop, my top songs"
"5Nt2FMqnKI2mlp7lztURNo","Jordan Adetunji","KEHLANI","rnb, jersey club, future beats, kehlani"
"6C2nVSSeXNqfoY8t6tliZ4","2hollis","jeans","witch house, rage, hyperpop, outsider house, digicore"
"2GWoYTVa8Q7HvmqoW5kVvz","The Autocollants","Apple Vines","drums, Lo-Fi, sean hayes, Indie-Electro-Rock, WSUM 91.7 FM Madison"
"1RGIjMFMgJxkZHMDXVYzOJ","T-Pain","Bartender","Hip-Hop, rap, T-Pain, rnb, relaxing"
"6bDwbLytoFQF5OiSD3TeX4","T-Pain","Bartender","Hip-Hop, rap, T-Pain, rnb, relaxing"
"1bM50INir8voAkVoKuvEUI","USHER","OMG","Usher, omg, pop, rnb, r&b"
"4356Typ82hUiFAynbLYbPn","USHER","DJ Got Us Fallin' In Love","dance, pop, rnb, electronic, Usher"
"68vgtRHr7iZHpzGpon6Jlo","USHER","My Boo","rnb, Usher, my boo, soul, Alicia Keys"
"3PeiHmqvHIAZQ7lJHIKUQZ","USHER","My Boo","rnb, Usher, my boo, soul, Alicia Keys"
"5rb9QrpfcKFHM1EUbSIurX","USHER","Yeah!","rnb, Hip-Hop, dance, Usher, hip hop"
"4IHnAK9KToQkaJRCh3fnIf","USHER","Yeah!","rnb, Hip-Hop, dance, Usher, hip hop"
"41PWz0hAiU9FqsmjR9Wh62","Lil Jon & The East Side Boyz","Lovers And Friends","rap, Crunk, Hip-Hop, hip hop, Gangsta Rap"
